id,artist,name,genre,secondary_genres,tier
321,Danity Kane,Damaged,Pop,"Pop, Music, Electronic, Rock, R&B/Soul, Dance, Contemporary R&B",2
322,Taylor Swift,Teardrops on my Guitar,Country,Country,2
323,Snoop Dogg,Sexual Eruption,Hip Hop,"Hip-Hop/Rap, Music, Gangsta Rap, West Coast Rap",2
324,3 Doors Down,It's Not My Time,Rock,"Rock, Music, Metal, Adult Alternative, Hard Rock, Alternative",2
325,Leona Lewis,Better in Time,Pop,"Pop, Music, R&B/Soul, Contemporary R&B, Adult Contemporary",2
326,Soulja Boy Tell 'Em,Crank That,Hip Hop,"Hip-Hop/Rap, Music, Gangsta Rap, Hardcore Rap",2
327,Linkin Park,Shadow of the Day,Rock,"Alternative, Music, Rock, Hard Rock",2
328,"Wyclef Jean feat. Akon, Lil Wayne & Niia",Sweetest Girl,Hip Hop,Hip-Hop/Rap,2
329,Flo Rida feat will.i.am,In the Ayer,Hip Hop,"Hip-Hop/Rap, Music, Dirty South",2
330,John Mayer,Say,Pop,"Pop, Music, Rock, Adult Alternative",2
331,Lupe Fiasco feat. Matthew Santos,Superstar,Hip Hop,Hip-Hop/Rap,2
332,J. Holiday,Suffocate,R & B,R&B/Soul,2
333,David Banner feat. Chris Brown,Get Like Me,Hip Hop,"Hip-Hop/Rap, Music, R&B/Soul",2
334,Colbie Caillat,Realize,Pop,"Pop, Music, Pop/Rock, Rock, Adult Alternative, Singer/Songwriter, Contemporary Singer/Songwriter",2
335,Young Jeezy feat. Kanye West,Put On,Hip Hop,Hip-Hop/Rap,2
336,Three 6 Mafia,Lolli Lolli,Hip Hop,"Hip-Hop/Rap, Music",2
337,Natasha Bedingfield feat. Sean Kingston,Love Like This,Pop,Pop,2
338,The-Dream,I Luv Your Girl,R & B,"R&B/Soul, Music, Rock",2
339,Fergie,Big Girls Don't Cry,Pop,Pop,2
340,Mary J. Blige,Just Fine,R & B,"R&B/Soul, Music, Rock, Pop, Adult Contemporary, Contemporary R&B",2
341,Britney Spears,Piece of Me,Pop,"Pop, Music",2
342,Rick Ross feat. T-Pain,The Boss,Hip Hop,Hip-Hop/Rap,2
343,Kid Rock,All Summer Long,Rock,"Rock, Music",2
344,Trey Songz,Can't Help but Wait,Rock,"Rock, Music",2
345,Keyshia Cole,I Remember,R & B,R&B/Soul,2
346,Kanye West feat. Dwele,Flashing Lights,Hip Hop,Hip-Hop/Rap,2
347,Lil Wayne feat. Bobby Valentino,Mrs. Officer,Hip Hop,"Hip-Hop/Rap, Music",2
348,Miley Cyrus,7 Things,Pop,"Pop, Music, Teen Pop, Dance",2
349,Trace Adkins,You're Gonna Miss This,Country,"Country, Music, Contemporary Country, Urban Cowboy",2
350,Gavin Rossdale,Love Remains the Same,Rock,"Rock, Music, Alternative, Adult Alternative",2
351,Daughtry,Feels Like Tonight,Rock,"Rock, Music, Hard Rock, Pop, Pop/Rock, Adult Alternative, Alternative",2
352,Saving Abel,Addicted,Rock,"Rock, Music, Alternative, Hard Rock",2
353,Santana feat. Chad Kroeger,Into the Night,Rock,"Rock, Music",2
354,Keyshia Cole,Heaven Sent,R & B,"R&B/Soul, Music, Rock",2
355,2 Pistols feat. T-Pain and Tay Dizm,She Got It,Hip Hop,Hip-Hop/Rap,2
356,Rihanna feat. Jay z,Umbrella,Dance,"Dance, Music, R&B/Soul",2
357,T-Pain feat Yung Joc,Buy U a Drank,Hip Hop,"Hip-Hop/Rap, Music, R&B/Soul",2
358,Carrie Underwood,Before He Cheats,Pop,"Pop, Music, Rock, Country, Contemporary Country, Adult Contemporary",2
359,Plain White T's,Hey There Delilah,Rock,"Alternative, Music, Rock, Punk",2
360,Akon feat. Snoop Dogg,I Wanna Love You,Hip Hop,"Hip-Hop/Rap, Music, Rap, R&B/Soul, Contemporary R&B, Rock",2
361,Akon,Don't Matter,Hip Hop,"Hip-Hop/Rap, Music, Rap, R&B/Soul, Contemporary R&B, Rock",2
362,Maroon 5,Makes Me Wonder,Pop,"Pop, Music, Pop/Rock, Rock, Adult Alternative",2
363,Shop Boyz,Party Like a Rockstar,Hip Hop,"Hip-Hop/Rap, Music",2
364,Akon feat. Eminem,Smack That,Hip Hop,"Hip-Hop/Rap, Music, Rap, R&B/Soul, Contemporary R&B, Rock",2
365,Gym Class Heroes feat. Patrick Stump,Cupid's Chokehold,Rock,"Rock, Music, Alternative, Indie Rock, Hip-Hop/Rap, Alternative Rap",2
366,Jim Jones,We Fly High,Hip Hop,Hip-Hop/Rap,2
367,P!nk,U + Ur Hand,Pop,"Pop, Music",2
368,Unk,Walk It Out,Hip Hop,"Hip-Hop/Rap, Music",2
369,Sean Kingston,Beautiful Girls,Hip Hop,"Hip-Hop/Rap, Music, R&B/Soul, Contemporary R&B, Reggae, Pop",2
370,T-Pain feat. Akon,Bartender,R & B,R&B/Soul,2
371,Ludacris feat. Mary J. Blige,Runaway Love,Hip Hop,"Hip-Hop/Rap, Music, Dirty South, Hardcore Rap",2
372,Nickelback,Rockstar,Rock,"Rock, Music, Metal, Pop, Pop/Rock, Alternative, Hard Rock",2
373,Fall Out Boy,Thanks For The Memories,Rock,"Alternative, Music, Rock, Punk, Adult Alternative",2
374,Linkin Park,What I've Done,Rock,Alternative,2
375,Lloyd feat. Lil Wayne,You,R & B,"R&B/Soul, Music, Rock, Contemporary R&B",2
376,Fabolous feat. Ne-Yo,Make Me Better,Hip Hop,Hip-Hop/Rap,2
377,Fat Joe feat. Lil Wayne,Make It Rain,Hip Hop,"Hip-Hop/Rap, Music, Latin Rap, East Coast Rap, Hardcore Rap, Gangsta Rap",2
378,Omarion feat. Timbaland,Ice Box,R & B,"R&B/Soul, Music, Contemporary R&B",2
379,Robin Thicke,Lost Without U,Pop,"Pop, Music, R&B/Soul, Neo-Soul, Contemporary R&B",2
380,R. Kelly feat. T.I & T-Pain,I'm a Flirt,R & B,"R&B/Soul, Music, Hip-Hop/Rap",2
381,Nickelback,If Everyone Cared,Rock,"Rock, Music, Metal, Pop, Pop/Rock, Alternative, Hard Rock",2
382,The Red Jumpsuit Apparatus,Face Down,Rock,"Rock, Music, Adult Alternative, Alternative",2
383,Baby Boy da Prince,This is the way I live,Hip Hop,"Hip-Hop/Rap, Music, Hardcore Rap, Dirty South",2
384,Bow Wow feat. Chris Brown & Johntˆ Austin,Shortie Like Mine,Hip Hop,"Hip-Hop/Rap, Music",2
385,The All-American Rejects,It Ends Tonight,Rock,"Alternative, Music, Rock, Adult Alternative, Punk, Indie Rock",2
386,Hurricane Chris,A Bay Bay,Hip Hop,"Hip-Hop/Rap, Music, Hardcore Rap, Dirty South",2
387,Bone Thugs-n-Harmony feat. Akon,I Tried,Hip Hop,"Hip-Hop/Rap, Music, Hip-Hop, Gangsta Rap, Hardcore Rap",2
388,T-Pain,Shawty,Hip Hop,"Hip-Hop/Rap, Music, Dirty South, Gangsta Rap",2
389,Avril Lavigne,Keep Holding On,Pop,"Pop, Music, Rock, Adult Alternative, Teen Pop, Pop/Rock, Alternative, Punk",2
390,Ciara,Like a Boy,Pop,"Pop, Music, Rock, R&B/Soul, Contemporary R&B, Hip-Hop/Rap, Dirty South",2
391,P!nk,Who Knew,Pop,"Pop, Music, Rock, Dance, Electronic, R&B/Soul, Pop/Rock, Contemporary R&B, Teen Pop",2
392,Ciara,Promise,Pop,"Pop, Music, Rock, R&B/Soul, Contemporary R&B",2
393,J. Holiday,Bed,R & B,"R&B/Soul, Music, Contemporary R&B",2
394,Rich Boy feat. Polow da Don,Throw Some D's,Hip Hop,"Hip-Hop/Rap, Music",2
395,T.I.,Big Shit Poppin',Hip Hop,"Hip-Hop/Rap, Music, Gangsta Rap, Dirty South",2
396,Boys Like Girls,The Great Escape,Rock,"Alternative, Music, Rock, Adult Alternative",2
397,Unk,2 Step,Hip Hop,"Hip-Hop/Rap, Music",2
398,Young Jeezy feat. R.Kelly,Go Getta,Hip Hop,Hip-Hop/Rap,2
399,Hellogoodbye,Here (In Your Arms),Rock,"Alternative, Music, Rock, Adult Alternative, Indie Rock, Pop, Pop/Rock, Electronic",2
400,Pretty Ricky,On the Hotline,Hip Hop,"Hip-Hop/Rap, Music, Rap, R&B/Soul, Dirty South, Contemporary R&B",2
401,Gwen Stefani,Wind It Up,Pop,"Pop, Music, Dance, Electronic, R&B/Soul, Pop/Rock, Rock, Adult Alternative",2
402,Rihanna feat. Sean Paul,Break It Off,Pop,"Pop, Music, Rock, R&B/Soul, Contemporary R&B, Reggae, Dance",2
403,Lifehouse,First Time,Rock,"Rock, Music, Alternative, Adult Alternative",2
404,Bow Wow feat. T-Pain & Johnta Austin,Outta My System,Hip Hop,"Hip-Hop/Rap, Music",2
405,Rihanna,Shut Up and Drive,Pop,"Pop, Music, Rock, R&B/Soul, Contemporary R&B, Dance",2
406,Red Hot Chili Peppers,Snow (Hey Oh),Rock,"Alternative, Music, Rock",2
407,Nickelback,Far Away,Rock,"Rock, Music, Metal, Pop, Pop/Rock, Alternative, Hard Rock",2
408,Crime Mob & Lil' Scrappy,Rock Yo Hips,Hip Hop,"Hip-Hop/Rap, Music",2
409,Hinder,Better than Me,Rock,"Rock, Music, Alternative",2
410,Snoop Dogg feat. R.Kelly,That's That,Hip Hop,"Hip-Hop/Rap, Music, West Coast Rap, Gangsta Rap, Hip-Hop, Rap",2
411,R. Kelly feat. Usher,Same Girl,R & B,"R&B/Soul, Music, Contemporary R&B",2
412,Daniel Powter,Bad Day,Rock,"Rock, Music, Pop, Adult Alternative, Singer/Songwriter, Jazz, Smooth Jazz, New Age, Pop/Rock",2
413,Gnarls Barkley,Crazy,Rock,"Alternative, Music, R&B/Soul, Rock, Soul, Hip-Hop/Rap, Rap, Hip-Hop, Adult Alternative, Neo-Soul, Alternative Rap, Underground Rap",2
414,Chamillionaire feat. Krayzie Bone,Ridin,Hip Hop,"Hip-Hop/Rap, Music, Rock, Dirty South, Hardcore Rap",2
415,Beyonce feat. Slim Thug,Check on It,R & B,"R&B/Soul, Music, Dance, Contemporary R&B, Pop",2
416,Mary J. Blige,Be Without You,R & B,"R&B/Soul, Music, Rock, Contemporary R&B",2
417,"Nelly, Paul Wall, and Ali & Gipp",Grillz,Hip Hop,"Hip-Hop/Rap, Music, R&B/Soul",2
418,Cassie,Me & U,Hip Hop,"Hip-Hop/Rap, Music, R&B/Soul, Contemporary R&B",2
419,Ne-Yo,So Sick,R & B,"R&B/Soul, Music, Contemporary R&B, Hip-Hop/Rap, Rap",2
420,Yung Joc feat. Nitti,It's Goin' Down,Hip Hop,"Hip-Hop/Rap, Music, Gangsta Rap, Dirty South, Hardcore Rap",2
421,Rihanna,SOS,Pop,"Pop, Music, Rock, R&B/Soul, Contemporary R&B, Reggae, Dance",2
422,The All-American Rejects,Move Along,Rock,"Alternative, Music, Rock, Adult Alternative, Punk, Indie Rock",2
423,Fergie,London Bridge,Pop,"Pop, Music, Hip-Hop/Rap, Rap, Rock, R&B/Soul",2
424,Lil Jon feat. E-40 and Sean Paul,Snap Yo Fingers,Hip Hop,"Hip-Hop/Rap, Music, Dance, Electronic, Dirty South, Hardcore Rap",2
425,Rascal Flatts,What Hurts the Most,Country,"Country, Music, Contemporary Country",2
426,Cascada,Everytime We Touch,Dance,"Dance, Music, Electronic, Trance, Rock",2
427,Christina Aguilera,Ain't No Other Man,Pop,"Pop, Music, R&B/Soul, Pop/Rock, Adult Contemporary",2
428,Kanye West feat. Jamie Foxx,Gold Digger,Hip Hop,"Hip-Hop/Rap, Music, Alternative Rap, East Coast Rap, Hip-Hop",2
429,Bubba Sparxxx feat. Ying Yang Twins,Ms. New Booty,Hip Hop,"Hip-Hop/Rap, Music, Dirty South",2
430,Pussycat Dolls,Stickwitu,Pop,"Pop, Music, R&B/Soul, Dance, Electronic",2
431,T-Pain feat. Mike Jones,I'm 'n Luv,Hip Hop,"Hip-Hop/Rap, Music, Rap, R&B/Soul",2
432,The Black Eyed Peas,My Humps,Hip Hop,"Hip-Hop/Rap, Music, Rock, Rap, Electronic, Hip-Hop, Dance, Alternative Rap",2
433,Fort Minor feat. Holly Brook & Jonah Matranga,Where'd You Go,Hip Hop,"Hip-Hop/Rap, Music, Rap, Alternative Rap, Rock, Metal, Hard Rock",2
434,Chris Brown,Yo (Excuse Me Miss),Pop,"Pop, Music, R&B/Soul, Contemporary R&B",2
435,D4L,Laffy Taffy,Hip Hop,"Hip-Hop/Rap, Music, Dirty South, Gangsta Rap",2
436,The All-American Rejects,Dirty Little Secret,Rock,"Alternative, Music, Rock, Adult Alternative, Punk, Indie Rock",2
437,Nickelback,Savin' Me,Rock,"Rock, Music, Metal, Pop, Pop/Rock, Alternative, Hard Rock",2
438,Mariah Carey,Don't Forget About Us,Pop,"Pop, Music, R&B/Soul, Dance, Adult Contemporary, Rock",2
439,Ne-Yo,Sexy Love,R & B,"R&B/Soul, Music, Contemporary R&B, Hip-Hop/Rap, Rap",2
440,E-40 feat. T-Pain & Kandi Girl,U and Dat,Hip Hop,"Hip-Hop/Rap, Music, Hip-Hop, Hardcore Rap, West Coast Rap",2
441,Nick Lachey,What's Left of Me,Pop,"Pop, Music, Adult Contemporary, Dance",2
442,Cherish feat. Sean P,Do It to It,R & B,"R&B/Soul, Music, Rock, Pop",2
443,Juelz Santana,There It Go,Hip Hop,"Hip-Hop/Rap, Music, Gangsta Rap, Hardcore Rap, East Coast Rap",2
444,Young Dro feat. T.I.,Shoulder Lean,Hip Hop,"Hip-Hop/Rap, Music",2
445,Eminem feat. Nate Dogg,Shake That,Hip Hop,"Hip-Hop/Rap, Music, Rock, Hardcore Rap, Hip-Hop",2
446,Chingy feat. Tyrese,Pullin' Me Back,Pop,"Pop, Music, Hip-Hop/Rap, Dirty South",2
447,Kelis feat. Too Short,Bossy,R & B,"R&B/Soul, Music, Contemporary R&B",2
448,Jibbs,Chain Hang Low,Hip Hop,"Hip-Hop/Rap, Music",2
449,Ray J,One Wish,Hip Hop,"Hip-Hop/Rap, Music, Pop",2
450,Fall Out Boy,"Sugar, We're Goin Down", Rock," Alternative, Music, Punk",2
451,Chris Brown feat. Lil Wayne,Gimme That,Pop,"Pop, Music, R&B/Soul, Contemporary R&B",2
452,JoJo,Too Little Too Late,R & B,"R&B/Soul, Music, World, Rock, Pop, Teen Pop, Contemporary R&B",2
453,Busta Rhymes,Touch It,Hip Hop,"Hip-Hop/Rap, Music, Hardcore Rap, East Coast Rap, Hip-Hop",2
454,Daddy Yankee,Rompe,Hip Hop,"Reggaeton y Hip-Hop, Music, Latino",2
455,Rascal Flatts,Life Is A Highway,Country,"Country, Music, Contemporary Country",2
456,Carrie Underwood,"Jesus, Take The Wheel",Pop,"Pop, Music, Rock, Country, Contemporary Country, Adult Contemporary",2
457,Danity Kane feat. Yung Joc,Show Stopper,Pop,"Pop, Music, Rock, Dance, R&B/Soul, Contemporary R&B",2
458,Ciara feat. Chamillionaire,Get Up,R & B,"R&B/Soul, Music, Rock, Hip-Hop/Rap, Rap, Contemporary R&B",2
459,Sean Paul,We Be Burnin,Pop,"Pop, Music, Hip-Hop/Rap, Rap, Hip-Hop, Reggae, Dancehall",2
460,Blue October,Hate Me,Rock,"Alternative, Music, Rock, Adult Alternative",2
461,Pussycat Dolls feat. Will.i.am,Beep,Pop,"Pop, Music, R&B/Soul, Dance, Electronic",2
462,Chris Brown,Say Goodbye,Pop,"Pop, Music, R&B/Soul, Contemporary R&B",2
463,Young Jeezy feat. Akon,Soul Survivor,Hip Hop,"Hip-Hop/Rap, Music, Dirty South, Gangsta Rap",2
464,The Black Eyed Peas,Pump It,Hip Hop,"Hip-Hop/Rap, Music, Rock, Rap, Electronic, Hip-Hop, Dance, Alternative Rap",2
465,Eminem,When I'm Gone,Hip Hop,"Hip-Hop/Rap, Music, Hip-Hop, Hardcore Rap, Rock",2
466,Three 6 Mafia feat Young Buck & 8Ball & MJG,Stay Fly,Hip Hop,"Hip-Hop/Rap, Music, Gangsta Rap, Dirty South, Hardcore Rap",2
467,Keyshia Cole,Love,R & B,"R&B/Soul, Music, Contemporary R&B, Rock",2
468,Ne-Yo,When You're Mad,R & B,"R&B/Soul, Music, Contemporary R&B, Hip-Hop/Rap, Rap",2
469,T.I.,Why You Wanna,Hip Hop,"Hip-Hop/Rap, Music, Gangsta Rap, Dirty South",2
470,P!nk,Stupid Girls,Pop,"Pop, Music, Rock, Dance, Electronic, R&B/Soul, Pop/Rock, Contemporary R&B, Teen Pop",2
471,T-Pain,I'm Sprung,Hip Hop,"Hip-Hop/Rap, Music, Rap, R&B/Soul",2
472,Teddy Geiger,For You I Will,Pop,"Pop, Music, Rock, Adult Alternative, Singer/Songwriter, Contemporary Singer/Songwriter, Pop/Rock",2
473,Mariah Carey,We Belong Together,Pop,"Pop, Music, Rock, Adult Contemporary, Dance, R&B/Soul",2
474,Gwen Stefani,Hollaback Girl,Pop,"Pop, Music, Rock, Adult Alternative, Electronic, Dance, Alternative",2
475,Kelly Clarkson,Since U Been Gone,Pop,"Pop, Music, Teen Pop, Adult Contemporary",2
476,Ciara and Missy Elliott,"One, Two Step",R & B,"R&B/Soul, Music, Rock, Contemporary R&B, Hip-Hop/Rap, Dirty South",2
477,Green Day,Boulevard of Broken Dreams,Rock,"Soundtrack, Music, Rock, Musicals",2
478,50 Cent feat. Olivia,Candy Shop,Hip Hop,"Hip-Hop/Rap, Music, Rock, Gangsta Rap, East Coast Rap, Hardcore Rap",2
479,The Pussycat Dolls feat. Busta Rhymes,Don't Cha,Pop,"Pop, Music, R&B/Soul, Dance, Electronic",2
480,Kelly Clarkson,Behind These Hazel Eyes,Pop,"Pop, Music, Teen Pop, Adult Contemporary",2
481,50 Cent,Disco Inferno,Hip Hop,"Hip-Hop/Rap, Music, Hardcore Rap, East Coast Rap, Gangsta Rap, Rock",2
482,Missy Elliott feat. Ciara & Fatman Scoop,Lose Control,Hip Hop,"Hip-Hop/Rap, Music, R&B/Soul, Alternative, Hip-Hop",2
483,Mariah Carey,Shake It Off,Pop,"Pop, Music, Rock, Adult Contemporary, Dance, R&B/Soul",2
484,50 Cent,Just a Lil' Bit,Hip Hop,"Hip-Hop/Rap, Music, Hardcore Rap, East Coast Rap, Gangsta Rap, Rock",2
485,Rihanna,Pon de Replay,Pop,"Pop, Music, Reggae, R&B/Soul, Dancehall, Dance, Rock, Contemporary R&B, Hip-Hop/Rap, Rap",2
486,The Game feat. 50 Cent,How We Do,Hip Hop,"Hip-Hop/Rap, Music, West Coast Rap, Gangsta Rap, Hardcore Rap, Rock",2
487,Lil Jon feat. Usher & Ludacris,Lovers & Friends,Hip Hop,"Hip-Hop/Rap, Music",2
488,Destiny's Child feat T.I. and Lil Wayne,Soldier,R & B,"R&B/Soul, Music, Rock, Electronic, Dance, Contemporary R&B, Holiday, Pop, Teen Pop",2
489,Kelly Clarkson,Breakaway,Pop,"Pop, Music, Teen Pop, Adult Contemporary",2
490,Will Smith,Switch,Hip Hop,"Hip-Hop/Rap, Music, R&B/Soul, Hip-Hop",2
491,Bow Wow feat. Omarion,Let Me Hold You,Hip Hop,"Hip-Hop/Rap, Music, Dirty South",2
492,Bow Wow feat. Ciara,Like You,Hip Hop,"Dirty South, Music, Hip-Hop/Rap",2
493,Gwen Stefani feat. Eve,Rich Girl,Pop,"Pop, Music, Rock, Adult Alternative, Electronic, Dance, Alternative",2
494,Usher,Caught Up,R & B,"R&B/Soul, Music",2
495,DHT feat. Edmee,Listen to Your Heart,Dance,"Dance, Music, Pop, Pop/Rock",2
496,Papa Roach,Scars,Rock,"Rock, Music, Hard Rock, Metal",2
497,3 Doors Down,Let Me Go,Rock,"Rock, Music, Hard Rock, Alternative, Adult Alternative, Vocal",2
498,Green Day ,Holiday,Rock,"Alternative, Music, Punk, Rock",2
499,Pretty Ricky,Grind With Me,Hip Hop,"Hip-Hop/Rap, Music, R&B/Soul, Dirty South",2
500,Akon,Lonely,R & B,"R&B/Soul, Music, Contemporary R&B, Hip-Hop/Rap, Rock",2
